image_name,face_top,face_left,face_width,face_height,anger,contempt,disgust,fear,happiness,neutral,sadness,surprise,is_tongue_out,is_duck_face
10175212_266913650156072_2050957444_a,55,79,150,150,0.005,0.911,0.032,0.003,0.001,0.017,0.0,0.031,-1,1
10175213_1400728433536168_950916761_a,89,95,130,130,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10175213_1490209017865953_1248593300_a,116,83,145,145,0.004,0.047,0.001,0.002,0.002,0.904,0.037,0.004,-1,-1
10175213_529153677195633_697455464_a,132,110,171,171,0.033,0.004,0.0,0.002,0.0,0.043,0.0,0.919,-1,-1
10175213_655435687824834_1813553423_a,59,113,126,126,0.0,0.001,0.0,0.0,0.955,0.044,0.0,0.0,-1,-1
10175213_756301284388712_796518455_a,99,85,102,102,0.001,0.006,0.0,0.001,0.001,0.902,0.087,0.003,-1,-1
10175214_1421727378080212_1505748511_a,52,95,191,191,0.012,0.0,0.0,0.003,0.25,0.0,0.0,0.735,-1,-1
10175214_268959743273828_175250601_a,70,150,141,141,0.003,0.002,0.002,0.152,0.0,0.159,0.017,0.665,-1,-1
10175214_301185953361699_1981657052_a,92,89,183,183,0.0,0.327,0.0,0.0,0.086,0.584,0.0,0.003,-1,1
10175214_438691042941299_265067175_a,48,134,78,78,0.0,0.0,0.0,0.0,0.006,0.994,0.0,0.0,-1,-1
10175214_539350786183727_1606024250_a,71,84,152,152,0.0,0.001,0.0,0.0,0.004,0.993,0.002,0.0,-1,-1
10175214_551317901647490_1504700371_a,87,62,112,112,0.0,0.004,0.0,0.0,0.337,0.657,0.0,0.001,-1,-1
10175214_625346307543988_1832738305_a,58,102,116,116,0.0,0.001,0.0,0.0,0.001,0.996,0.001,0.0,-1,1
10175214_735505646489464_2083751155_a,66,99,81,81,0.0,0.0,0.0,0.0,0.998,0.002,0.0,0.0,-1,-1
10175215_1423560731233238_2063491863_a,47,105,102,102,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-1
10175215_1484753558407776_1037138168_a,104,64,158,158,0.009,0.028,0.0,0.0,0.0,0.92,0.043,0.0,-1,1
